image;idx_1;idx_2;bbox_1;bbox_2;contourArea_1;contourArea_2;IoU;conf1;conf2;IoU_bb
W_UV_ISKANDARPUTERI_170824FT1_A095;126;74;[725, 1633, 865, 1764];[731, 1626, 864, 1761];18386.594534479904;18734.361713826656;0.49447911977767944;1.0;0.91796875;0.8833999273519797
W_UV_ISKANDARPUTERI_170824FT1_A095;127;51;[1218, 2239, 1407, 2379];[1225, 2221, 1400, 2375];26558.967627880575;27820.06261897087;0.39915207028388977;1.0;0.9296875;0.8037825059101655
W_UV_ISKANDARPUTERI_170824FT1_A095;128;11;[1632, 2384, 1781, 2554];[1631, 2394, 1780, 2555];25179.8538654226;24979.156346172094;0.4610437750816345;1.0;0.953125;0.9235929638441437
W_UV_ISKANDARPUTERI_170824FT1_A095;129;60;[1810, 2236, 1935, 2355];[1815, 2244, 1928, 2349];15006.84052811254;12182.670535385609;0.3791005313396454;1.0;0.92578125;0.7976470588235294
W_UV_ISKANDARPUTERI_170824FT1_A095;130;42;[1886, 2026, 2026, 2157];[1891, 2034, 2007, 2160];18386.594534479904;14288.335597991943;0.38618913292884827;1.0;0.93359375;0.7634845890410958
W_UV_ISKANDARPUTERI_170824FT1_A095;131;32;[1903, 1681, 2072, 1856];[1911, 1684, 2070, 1844];29622.3530358829;25250.166694521904;0.438101589679718;1.0;0.9375;0.8601859678782756
W_UV_ISKANDARPUTERI_170824FT1_A095;132;106;[1917, 3551, 1967, 3603];[1917, 3547, 1969, 3604];2618.7469890236325;3269.437418818474;0.49156272411346436;1.0;0.84375;0.8771929824561403
W_UV_ISKANDARPUTERI_170824FT1_A095;133;63;[2046, 1629, 2201, 1801];[2041, 1626, 2193, 1792];26617.54936102238;26084.798867464066;0.4224303066730499;1.0;0.92578125;0.8578640220543482
W_UV_ISKANDARPUTERI_170824FT1_A095;134;64;[1789, 1311, 1909, 1515];[1781, 1322, 1905, 1511];24430.685261265386;25570.105284407735;0.4792678654193878;1.0;0.92578125;0.8434903047091413
W_UV_ISKANDARPUTERI_170824FT1_A095;-1;105;;[367, 734, 429, 886];0.0;10056.16073109582;0.0;;0.84765625;0.0
W_UV_ISKANDARPUTERI_170824FT1_A095;-1;110;;[1916, 477, 1972, 533];0.0;3516.1047371923923;0.0;;0.80859375;0.0
