image;idx_1;idx_2;bbox_1;bbox_2;contourArea_1;contourArea_2;IoU;conf1;conf2;IoU_bb
0000010;-1;42;;[153, 112, 243, 168];0.0;3157.0;0.0;;0.0154266357421875;0.0
0000010;-1;43;;[281, 244, 308, 302];0.0;610.0;0.0;;0.01512908935546875;0.0
0000010;-1;44;;[334, 500, 371, 536];0.0;785.0;0.0;;0.0129241943359375;0.0
0000010;-1;45;;[187, 325, 230, 352];0.0;668.0;0.0;;0.0104522705078125;0.0
0000010;-1;46;;[94, 278, 118, 299];0.0;361.0;0.0;;0.01016998291015625;0.0
0000010;-1;47;;[500, 34, 527, 65];0.0;423.0;0.0;;0.009521484375;0.0
0000010;-1;48;;[597, 22, 624, 46];0.0;435.0;0.0;;0.0089874267578125;0.0
0000010;-1;49;;[615, 322, 643, 349];0.0;439.0;0.0;;0.00885009765625;0.0
0000010;-1;50;;[419, 347, 455, 371];0.0;534.0;0.0;;0.006511688232421875;0.0
0000010;-1;51;;[300, 394, 336, 527];0.0;1886.0;0.0;;0.005687713623046875;0.0
0000012;16;55;[187, 85, 222, 135];[184, 87, 221, 152];1750.0;1641.0;0.5912538766860962;1.0;0.07977294921875;0.6468489892984542
0000012;17;52;[227, 142, 268, 209];[225, 103, 296, 208];2747.0;3075.0;0.5386173725128174;1.0;0.39794921875;0.3609925293489861
0000012;18;61;[76, 158, 105, 187];[75, 159, 102, 190];841.0;538.0;0.6122004389762878;1.0;0.00582122802734375;0.7663157894736842
0000012;19;56;[575, 388, 609, 425];[572, 387, 608, 427];1258.0;977.0;0.6699716448783875;1.0;0.034881591796875;0.8266756939742722
0000012;-1;53;;[419, 422, 477, 480];0.0;2159.0;0.0;;0.138916015625;0.0
0000012;-1;54;;[306, 200, 343, 230];0.0;651.0;0.0;;0.09912109375;0.0
0000012;-1;57;;[137, 416, 202, 486];0.0;2231.0;0.0;;0.02655029296875;0.0
0000012;-1;58;;[316, 519, 505, 599];0.0;10644.0;0.0;;0.0141754150390625;0.0
0000012;-1;59;;[162, 169, 199, 199];0.0;694.0;0.0;;0.0118255615234375;0.0
0000012;-1;60;;[494, 487, 549, 539];0.0;1908.0;0.0;;0.0110321044921875;0.0
0000019;20;-1;[208, 92, 233, 120];;700.0;0.0;0.0;1.0;0.0;0.0
0000019;21;-1;[133, 120, 151, 153];;594.0;0.0;0.0;1.0;0.0;0.0
0000019;22;86;[30, 248, 47, 281];[25, 247, 49, 283];561.0;539.0;0.6911142468452454;1.0;0.01483917236328125;0.6493055555555556
0000019;23;-1;[80, 239, 95, 274];;525.0;0.0;0.0;1.0;0.0;0.0
0000019;24;79;[102, 258, 130, 274];[84, 234, 136, 286];448.0;1667.0;0.271541953086853;1.0;0.042388916015625;0.16568047337278108
0000019;25;-1;[212, 228, 240, 254];;728.0;0.0;0.0;1.0;0.0;0.0
0000019;26;-1;[196, 262, 220, 277];;360.0;0.0;0.0;1.0;0.0;0.0
0000019;27;90;[224, 287, 256, 300];[212, 281, 252, 330];416.0;1281.0;0.2688022255897522;1.0;0.006145477294921875;0.18091451292246521
0000019;28;-1;[251, 304, 282, 327];;713.0;0.0;0.0;1.0;0.0;0.0
0000019;29;76;[284, 244, 304, 278];[266, 228, 308, 280];680.0;1289.0;0.23716814815998077;1.0;0.058135986328125;0.31135531135531136
0000019;30;-1;[56, 342, 82, 359];;442.0;0.0;0.0;1.0;0.0;0.0
0000019;31;-1;[242, 503, 276, 525];;748.0;0.0;0.0;1.0;0.0;0.0
0000019;32;71;[255, 390, 278, 426];[253, 391, 280, 424];828.0;560.0;0.616720974445343;1.0;0.127685546875;0.790625
0000019;33;70;[267, 367, 302, 389];[269, 366, 299, 390];770.0;385.0;0.5006002187728882;1.0;0.1412353515625;0.7951807228915663
0000019;34;-1;[339, 453, 362, 492];;897.0;0.0;0.0;1.0;0.0;0.0
0000019;35;80;[404, 190, 426, 234];[400, 194, 427, 243];968.0;785.0;0.648245632648468;1.0;0.035552978515625;0.6236711552090716
0000019;36;91;[484, 279, 503, 313];[481, 281, 505, 315];646.0;525.0;0.7133151888847351;1.0;0.0060272216796875;0.711943793911007
0000019;37;-1;[492, 329, 501, 348];;171.0;0.0;0.0;1.0;0.0;0.0
0000019;38;85;[502, 408, 522, 446];[500, 412, 524, 452];760.0;571.0;0.6259887218475342;1.0;0.0162811279296875;0.6538461538461539
0000019;39;-1;[147, 290, 166, 325];;665.0;0.0;0.0;1.0;0.0;0.0
0000019;-1;62;;[256, 459, 336, 502];0.0;2289.0;0.0;;0.63330078125;0.0
0000019;-1;63;;[281, 125, 315, 180];0.0;1131.0;0.0;;0.556640625;0.0
0000019;-1;64;;[144, 322, 193, 380];0.0;1496.0;0.0;;0.484375;0.0
0000019;-1;65;;[334, 322, 471, 514];0.0;10371.0;0.0;;0.43212890625;0.0
0000019;-1;66;;[287, 94, 380, 158];0.0;3134.0;0.0;;0.323486328125;0.0
0000019;-1;67;;[291, 281, 330, 311];0.0;616.0;0.0;;0.2421875;0.0
0000019;-1;68;;[303, 72, 340, 96];0.0;602.0;0.0;;0.1859130859375;0.0
0000019;-1;69;;[444, 241, 474, 271];0.0;534.0;0.0;;0.1778564453125;0.0
0000019;-1;72;;[256, 369, 283, 393];0.0;416.0;0.0;;0.09368896484375;0.0
0000019;-1;73;;[319, 484, 355, 511];0.0;581.0;0.0;;0.0809326171875;0.0
0000019;-1;74;;[522, 394, 555, 468];0.0;1598.0;0.0;;0.07080078125;0.0
0000019;-1;75;;[631, 175, 674, 208];0.0;921.0;0.0;;0.061187744140625;0.0
0000019;-1;77;;[169, 187, 246, 230];0.0;1953.0;0.0;;0.055206298828125;0.0
0000019;-1;78;;[500, 447, 524, 471];0.0;376.0;0.0;;0.045867919921875;0.0
0000019;-1;81;;[47, 250, 71, 280];0.0;562.0;0.0;;0.029754638671875;0.0
0000019;-1;82;;[78, 347, 102, 377];0.0;542.0;0.0;;0.0282135009765625;0.0
0000019;-1;83;;[466, 447, 499, 505];0.0;1148.0;0.0;;0.0225372314453125;0.0
0000019;-1;84;;[184, 156, 233, 202];0.0;924.0;0.0;;0.0182647705078125;0.0
0000019;-1;87;;[222, 112, 265, 186];0.0;1931.0;0.0;;0.01282501220703125;0.0
0000019;-1;88;;[537, 394, 608, 452];0.0;2469.0;0.0;;0.00937652587890625;0.0
0000019;-1;89;;[147, 241, 199, 311];0.0;1701.0;0.0;;0.00885009765625;0.0
0000019;-1;92;;[459, 3, 489, 27];0.0;470.0;0.0;;0.0055999755859375;0.0
0000019;-1;93;;[516, 509, 564, 561];0.0;1629.0;0.0;;0.0053863525390625;0.0
0000021;40;-1;[209, 76, 231, 111];;770.0;0.0;0.0;1.0;0.0;0.0
0000021;41;-1;[267, 70, 285, 107];;666.0;0.0;0.0;1.0;0.0;0.0
0000021;42;119;[309, 120, 340, 141];[309, 122, 343, 149];651.0;544.0;0.6009913086891174;1.0;0.0050201416015625;0.6010204081632653
0000021;43;109;[232, 259, 262, 279];[231, 259, 265, 286];600.0;535.0;0.6319261193275452;1.0;0.06982421875;0.6535947712418301
0000021;44;-1;[151, 509, 180, 550];;1189.0;0.0;0.0;1.0;0.0;0.0
0000021;45;94;[424, 429, 455, 459];[425, 428, 458, 458];930.0;578.0;0.6063618063926697;1.0;0.56591796875;0.8285714285714286
0000021;46;107;[433, 173, 463, 199];[431, 175, 464, 199];780.0;463.0;0.5841231942176819;1.0;0.09039306640625;0.8450704225352113
0000021;47;103;[444, 117, 465, 152];[441, 119, 468, 155];735.0;628.0;0.7049942016601562;1.0;0.29248046875;0.6834319526627219
0000021;48;115;[355, 9, 395, 31];[353, 6, 396, 43];880.0;937.0;0.6569717526435852;1.0;0.01214599609375;0.5531112507856694
0000021;49;-1;[412, 24, 426, 56];;448.0;0.0;0.0;1.0;0.0;0.0
0000021;50;118;[196, 300, 225, 334];[206, 278, 249, 327];986.0;1340.0;0.24645748734474182;1.0;0.005535125732421875;0.19883720930232557
0000021;-1;95;;[450, 97, 480, 121];0.0;504.0;0.0;;0.56201171875;0.0
0000021;-1;96;;[425, 203, 458, 246];0.0;1085.0;0.0;;0.478515625;0.0
0000021;-1;97;;[225, 162, 258, 205];0.0;818.0;0.0;;0.466796875;0.0
0000021;-1;98;;[375, 116, 414, 152];0.0;912.0;0.0;;0.441650390625;0.0
0000021;-1;99;;[462, 375, 496, 424];0.0;864.0;0.0;;0.414794921875;0.0
0000021;-1;100;;[309, 81, 330, 108];0.0;351.0;0.0;;0.315673828125;0.0
0000021;-1;101;;[131, 247, 211, 371];0.0;5637.0;0.0;;0.3115234375;0.0
0000021;-1;102;;[212, 184, 246, 215];0.0;569.0;0.0;;0.2998046875;0.0
0000021;-1;104;;[244, 312, 286, 343];0.0;869.0;0.0;;0.291015625;0.0
0000021;-1;105;;[84, 250, 111, 277];0.0;460.0;0.0;;0.204345703125;0.0
0000021;-1;106;;[284, 81, 308, 108];0.0;433.0;0.0;;0.172119140625;0.0
0000021;-1;108;;[194, 228, 224, 255];0.0;398.0;0.0;;0.07080078125;0.0
0000021;-1;110;;[287, 309, 315, 349];0.0;685.0;0.0;;0.059661865234375;0.0
0000021;-1;111;;[541, 444, 583, 514];0.0;1602.0;0.0;;0.042877197265625;0.0
0000021;-1;112;;[300, 41, 340, 77];0.0;780.0;0.0;;0.034881591796875;0.0
0000021;-1;113;;[131, 275, 158, 302];0.0;566.0;0.0;;0.0310211181640625;0.0
0000021;-1;114;;[425, 131, 446, 155];0.0;335.0;0.0;;0.012237548828125;0.0
0000021;-1;116;;[316, 16, 352, 43];0.0;741.0;0.0;;0.007289886474609375;0.0
0000021;-1;117;;[231, 84, 261, 115];0.0;659.0;0.0;;0.006412506103515625;0.0
0000023;51;-1;[214, 82, 246, 100];;576.0;0.0;0.0;1.0;0.0;0.0
0000023;52;-1;[233, 142, 264, 158];;496.0;0.0;0.0;1.0;0.0;0.0
0000023;53;122;[296, 153, 318, 186];[294, 159, 327, 193];726.0;529.0;0.53724604845047;1.0;0.375732421875;0.47368421052631576
0000023;54;-1;[201, 167, 227, 191];;624.0;0.0;0.0;1.0;0.0;0.0
0000023;55;-1;[186, 189, 213, 210];;567.0;0.0;0.0;1.0;0.0;0.0
0000023;56;-1;[217, 213, 247, 240];;810.0;0.0;0.0;1.0;0.0;0.0
0000023;57;128;[92, 257, 114, 286];[87, 256, 124, 296];638.0;833.0;0.5979797840118408;1.0;0.12335205078125;0.43108108108108106
0000023;58;142;[160, 278, 187, 295];[159, 278, 190, 302];459.0;396.0;0.6496478915214539;1.0;0.00595855712890625;0.6169354838709677
0000023;59;135;[236, 319, 267, 344];[237, 319, 268, 346];775.0;516.0;0.6359338164329529;1.0;0.0161590576171875;0.8700696055684455
0000023;60;-1;[260, 313, 285, 349];;900.0;0.0;0.0;1.0;0.0;0.0
0000023;61;-1;[219, 269, 252, 305];;1188.0;0.0;0.0;1.0;0.0;0.0
0000023;62;141;[405, 435, 428, 472];[403, 437, 430, 471];851.0;589.0;0.6526881456375122;1.0;0.007488250732421875;0.7922998986828774
0000023;63;-1;[306, 366, 331, 404];;950.0;0.0;0.0;1.0;0.0;0.0
0000023;64;130;[313, 311, 335, 343];[312, 312, 336, 343];704.0;414.0;0.5768229365348816;1.0;0.058135986328125;0.8903394255874674
0000023;65;137;[354, 304, 372, 342];[347, 309, 374, 343];684.0;610.0;0.6524317860603333;1.0;0.0118255615234375;0.5892857142857143
0000023;66;129;[324, 262, 354, 292];[328, 262, 352, 293];900.0;434.0;0.48547717928886414;1.0;0.06927490234375;0.7792207792207793
0000023;67;133;[405, 205, 439, 230];[403, 200, 439, 230];850.0;592.0;0.6232948303222656;1.0;0.0244293212890625;0.7870370370370371
0000023;68;120;[259, 186, 311, 218];[262, 187, 308, 218];1664.0;1051.0;0.6323613524436951;1.0;0.5;0.8569711538461539
0000023;69;132;[393, 128, 422, 160];[394, 125, 424, 161];928.0;595.0;0.5913978219032288;1.0;0.039642333984375;0.8057553956834532
0000023;70;140;[655, 41, 692, 89];[656, 44, 693, 86];1776.0;1035.0;0.584227442741394;1.0;0.01061248779296875;0.8316831683168316
0000023;71;-1;[616, 236, 652, 253];;612.0;0.0;0.0;1.0;0.0;0.0
0000023;-1;121;;[631, 284, 696, 324];0.0;1676.0;0.0;;0.37744140625;0.0
0000023;-1;123;;[197, 381, 258, 480];0.0;4092.0;0.0;;0.320068359375;0.0
0000023;-1;124;;[603, 122, 649, 158];0.0;918.0;0.0;;0.2958984375;0.0
0000023;-1;125;;[366, 481, 405, 514];0.0;792.0;0.0;;0.24365234375;0.0
0000023;-1;126;;[344, 78, 433, 155];0.0;3810.0;0.0;;0.23095703125;0.0
0000023;-1;127;;[331, 212, 377, 249];0.0;1045.0;0.0;;0.1591796875;0.0
0000023;-1;131;;[512, 234, 546, 261];0.0;530.0;0.0;;0.05499267578125;0.0
0000023;-1;134;;[184, 528, 227, 564];0.0;1022.0;0.0;;0.0212860107421875;0.0
0000023;-1;136;;[519, 87, 574, 146];0.0;1902.0;0.0;;0.01363372802734375;0.0
0000023;-1;138;;[250, 166, 274, 196];0.0;512.0;0.0;;0.0115509033203125;0.0
0000023;-1;139;;[353, 416, 377, 455];0.0;676.0;0.0;;0.011505126953125;0.0
0000028;72;-1;[260, 14, 289, 37];;667.0;0.0;0.0;1.0;0.0;0.0
0000028;73;-1;[303, 16, 337, 39];;782.0;0.0;0.0;1.0;0.0;0.0
0000028;74;-1;[326, 41, 349, 74];;759.0;0.0;0.0;1.0;0.0;0.0
0000028;75;173;[199, 145, 229, 163];[200, 147, 233, 174];540.0;495.0;0.5439560413360596;1.0;0.00847625732421875;0.47983453981385726
0000028;76;157;[150, 238, 175, 263];[153, 234, 183, 274];625.0;746.0;0.5418410301208496;1.0;0.06805419921875;0.43137254901960786
0000028;77;-1;[26, 323, 52, 345];;572.0;0.0;0.0;1.0;0.0;0.0
0000028;78;168;[360, 445, 390, 462];[341, 437, 399, 477];510.0;1102.0;0.41171684861183167;1.0;0.0186920166015625;0.21982758620689655
0000028;79;176;[365, 410, 385, 444];[366, 412, 393, 446];680.0;551.0;0.6725219488143921;1.0;0.0074310302734375;0.6141414141414141
0000028;80;169;[240, 397, 258, 437];[228, 400, 261, 433];720.0;626.0;0.5225130915641785;1.0;0.017578125;0.4888888888888889
0000028;81;-1;[246, 277, 279, 296];;627.0;0.0;0.0;1.0;0.0;0.0
0000028;82;163;[447, 404, 472, 438];[450, 406, 474, 439];850.0;508.0;0.6015284061431885;1.0;0.039947509765625;0.7505330490405118
0000028;83;-1;[431, 332, 449, 369];;666.0;0.0;0.0;1.0;0.0;0.0
0000028;84;-1;[345, 36, 377, 57];;672.0;0.0;0.0;1.0;0.0;0.0
0000028;85;160;[462, 237, 496, 261];[462, 237, 496, 265];816.0;504.0;0.5943820476531982;1.0;0.06536865234375;0.8571428571428571
0000028;86;149;[586, 225, 608, 262];[584, 225, 608, 265];814.0;615.0;0.7157190442085266;1.0;0.226806640625;0.8479166666666667
0000028;87;143;[526, 224, 568, 271];[528, 225, 568, 274];1974.0;1340.0;0.6692307591438293;1.0;0.689453125;0.8787010506208214
0000028;88;-1;[350, 543, 380, 576];;990.0;0.0;0.0;1.0;0.0;0.0
0000028;89;147;[295, 459, 348, 497];[294, 447, 349, 502];2014.0;1612.0;0.6375376582145691;1.0;0.381103515625;0.6657851239669421
0000028;-1;144;;[328, 294, 355, 349];0.0;1038.0;0.0;;0.63720703125;0.0
0000028;-1;145;;[531, 191, 561, 218];0.0;564.0;0.0;;0.62060546875;0.0
0000028;-1;146;;[197, 316, 236, 355];0.0;868.0;0.0;;0.57177734375;0.0
0000028;-1;148;;[456, 269, 486, 299];0.0;561.0;0.0;;0.273681640625;0.0
0000028;-1;150;;[275, 322, 302, 355];0.0;611.0;0.0;;0.2239990234375;0.0
0000028;-1;151;;[497, 409, 527, 439];0.0;593.0;0.0;;0.1602783203125;0.0
0000028;-1;152;;[503, 316, 539, 346];0.0;778.0;0.0;;0.1505126953125;0.0
0000028;-1;153;;[344, 325, 371, 358];0.0;551.0;0.0;;0.132080078125;0.0
0000028;-1;154;;[100, 241, 158, 280];0.0;1327.0;0.0;;0.12042236328125;0.0
0000028;-1;155;;[278, 450, 302, 480];0.0;419.0;0.0;;0.1104736328125;0.0
0000028;-1;156;;[222, 72, 261, 108];0.0;910.0;0.0;;0.07318115234375;0.0
0000028;-1;158;;[478, 447, 508, 474];0.0;457.0;0.0;;0.06561279296875;0.0
0000028;-1;159;;[137, 428, 183, 471];0.0;1332.0;0.0;;0.06561279296875;0.0
0000028;-1;161;;[584, 381, 627, 443];0.0;1596.0;0.0;;0.057281494140625;0.0
0000028;-1;162;;[328, 481, 355, 524];0.0;637.0;0.0;;0.04486083984375;0.0
0000028;-1;164;;[291, 419, 324, 446];0.0;550.0;0.0;;0.0390625;0.0
0000028;-1;165;;[334, 237, 361, 265];0.0;464.0;0.0;;0.038177490234375;0.0
0000028;-1;166;;[262, 200, 290, 240];0.0;677.0;0.0;;0.0243377685546875;0.0
0000028;-1;167;;[137, 353, 199, 430];0.0;2497.0;0.0;;0.0190582275390625;0.0
0000028;-1;170;;[403, 441, 433, 474];0.0;569.0;0.0;;0.0164642333984375;0.0
0000028;-1;171;;[197, 191, 224, 240];0.0;857.0;0.0;;0.0154876708984375;0.0
0000028;-1;172;;[372, 141, 396, 174];0.0;563.0;0.0;;0.01129150390625;0.0
0000028;-1;174;;[234, 109, 268, 146];0.0;806.0;0.0;;0.0082550048828125;0.0
0000028;-1;175;;[256, 144, 299, 183];0.0;1248.0;0.0;;0.00800323486328125;0.0
0000028;-1;177;;[216, 159, 255, 183];0.0;571.0;0.0;;0.00679779052734375;0.0
0000028;-1;178;;[422, 31, 446, 65];0.0;533.0;0.0;;0.0050811767578125;0.0
0000036;90;-1;[155, 15, 188, 26];;363.0;0.0;0.0;1.0;0.0;0.0
0000036;91;-1;[80, 135, 110, 154];;570.0;0.0;0.0;1.0;0.0;0.0
0000036;92;-1;[336, 235, 369, 259];;792.0;0.0;0.0;1.0;0.0;0.0
0000036;93;181;[405, 267, 445, 322];[403, 256, 446, 321];2200.0;1739.0;0.6777868270874023;1.0;0.70068359375;0.7619047619047619
0000036;94;184;[291, 157, 336, 196];[291, 156, 340, 196];1755.0;1229.0;0.6711158752441406;1.0;0.39794921875;0.8954081632653061
0000036;95;183;[447, 138, 480, 187];[447, 141, 483, 196];1617.0;1280.0;0.6734469532966614;1.0;0.458984375;0.7301587301587301
0000036;96;194;[271, 187, 302, 213];[272, 184, 302, 218];806.0;410.0;0.44346871972084045;1.0;0.01934814453125;0.745697896749522
0000036;97;-1;[331, 104, 354, 140];;828.0;0.0;0.0;1.0;0.0;0.0
0000036;98;-1;[278, 89, 308, 110];;630.0;0.0;0.0;1.0;0.0;0.0
0000036;99;-1;[245, 66, 276, 86];;620.0;0.0;0.0;1.0;0.0;0.0
0000036;100;205;[229, 40, 278, 67];[231, 41, 280, 86];1323.0;1532.0;0.5680873394012451;1.0;0.00600433349609375;0.5299219427580225
0000036;101;-1;[309, 18, 352, 38];;860.0;0.0;0.0;1.0;0.0;0.0
0000036;102;-1;[377, 25, 411, 42];;578.0;0.0;0.0;1.0;0.0;0.0
0000036;103;204;[537, 4, 567, 30];[534, 3, 568, 33];780.0;582.0;0.6512415409088135;1.0;0.00701141357421875;0.7647058823529411
0000036;104;180;[476, 126, 524, 160];[469, 116, 524, 161];1632.0;1334.0;0.6278705596923828;1.0;0.79931640625;0.6593939393939394
0000036;105;-1;[609, 274, 622, 298];;312.0;0.0;0.0;1.0;0.0;0.0
0000036;106;189;[555, 367, 574, 408];[550, 369, 577, 408];779.0;687.0;0.710869550704956;1.0;0.07781982421875;0.6791934005499541
0000036;107;-1;[709, 269, 737, 286];;476.0;0.0;0.0;1.0;0.0;0.0
0000036;108;-1;[644, 5, 664, 34];;580.0;0.0;0.0;1.0;0.0;0.0
0000036;109;-1;[671, 80, 704, 94];;462.0;0.0;0.0;1.0;0.0;0.0
0000036;110;-1;[670, 94, 708, 110];;608.0;0.0;0.0;1.0;0.0;0.0
0000036;111;202;[635, 115, 664, 162];[634, 119, 664, 165];1363.0;1044.0;0.726902186870575;1.0;0.007904052734375;0.8335561497326203
0000036;112;197;[709, 101, 741, 147];[706, 100, 743, 149];1472.0;1271.0;0.7772979736328125;1.0;0.0125274658203125;0.8119139547710976
0000036;113;188;[202, 192, 259, 246];[191, 191, 258, 258];3078.0;2565.0;0.5915989279747009;1.0;0.120849609375;0.6656394453004623
0000036;-1;179;;[244, 378, 277, 414];0.0;728.0;0.0;;0.80810546875;0.0
0000036;-1;182;;[375, 206, 418, 246];0.0;969.0;0.0;;0.615234375;0.0
0000036;-1;185;;[437, 466, 496, 499];0.0;1175.0;0.0;;0.184814453125;0.0
0000036;-1;186;;[475, 75, 508, 115];0.0;688.0;0.0;;0.1500244140625;0.0
0000036;-1;187;;[309, 531, 371, 574];0.0;1540.0;0.0;;0.1280517578125;0.0
0000036;-1;190;;[531, 153, 568, 183];0.0;720.0;0.0;;0.0384521484375;0.0
0000036;-1;191;;[325, 159, 368, 221];0.0;1581.0;0.0;;0.033966064453125;0.0
0000036;-1;192;;[353, 72, 399, 108];0.0;1102.0;0.0;;0.0311431884765625;0.0
0000036;-1;193;;[284, 222, 343, 293];0.0;2151.0;0.0;;0.02288818359375;0.0
0000036;-1;195;;[231, 444, 305, 499];0.0;1779.0;0.0;;0.0162811279296875;0.0
0000036;-1;196;;[694, 484, 736, 521];0.0;1030.0;0.0;;0.0137939453125;0.0
0000036;-1;198;;[372, 47, 446, 102];0.0;2139.0;0.0;;0.0117340087890625;0.0
0000036;-1;199;;[525, 381, 552, 414];0.0;512.0;0.0;;0.010406494140625;0.0
0000036;-1;200;;[341, 397, 374, 421];0.0;407.0;0.0;;0.00926971435546875;0.0
0000036;-1;201;;[403, 125, 436, 146];0.0;443.0;0.0;;0.00847625732421875;0.0
0000036;-1;203;;[322, 434, 365, 474];0.0;1075.0;0.0;;0.00731658935546875;0.0
0000038;114;206;[146, 233, 175, 282];[147, 234, 174, 283];1421.0;888.0;0.6322451829910278;1.0;0.061187744140625;0.8950276243093923
0000038;-1;207;;[131, 103, 205, 177];0.0;3569.0;0.0;;0.0206451416015625;0.0
0000038;-1;208;;[191, 203, 221, 230];0.0;480.0;0.0;;0.0164642333984375;0.0
0000042;115;209;[150, 120, 209, 182];[150, 119, 218, 196];3658.0;2604.0;0.5939868092536926;1.0;0.7548828125;0.6986249045072574
0000044;116;213;[170, 94, 209, 132];[166, 94, 208, 130];1482.0;1096.0;0.646274983882904;1.0;0.022369384765625;0.8413284132841329
0000044;117;210;[84, 228, 127, 266];[87, 225, 127, 265];1634.0;879.0;0.5264368057250977;1.0;0.155029296875;0.8437856328392246
